codigo_reserva,nif_cliente,balcao,hora
1923,683210884,MXP,2025-01-05 01:00:00
1924,494514225,FRA,2025-01-02 14:00:00
1925,751613822,LGW,2025-01-01 05:00:00
1926,406516363,LTN,2025-02-11 13:00:00
1927,276301047,FRA,2025-02-03 11:00:00
1928,927295856,LTN,2025-01-09 10:00:00
1929,697602486,CDG,2025-01-30 06:00:00
1930,519627664,LHR,2025-02-13 23:00:00
1931,530780717,FRA,2025-02-17 17:00:00
1932,420632106,LTN,2025-02-15 10:00:00
1933,139976359,LGW,2025-02-04 12:00:00
1934,596073408,LIS,2025-02-02 17:00:00
1935,844644821,LTN,2025-02-25 20:00:00
1936,898997377,LTN,2025-02-25 22:00:00
1937,642729155,ORY,2025-02-07 01:00:00
1938,634656613,FRA,2025-01-11 05:00:00
1939,712499658,LTN,2025-01-18 01:00:00
1940,967141432,LTN,2025-01-28 11:00:00
1941,771314112,ORY,2025-01-28 13:00:00
1942,890879330,FCO,2025-02-26 16:00:00
1943,201850960,LGW,2025-03-01 00:00:00
1944,774671694,FCO,2025-02-20 12:00:00
1945,705523474,CDG,2025-01-14 15:00:00
1946,289469175,MXP,2025-02-25 11:00:00
1947,982817102,LHR,2025-01-29 02:00:00
1948,219433638,AMS,2025-03-01 21:00:00
1949,295949856,LGW,2025-02-15 10:00:00
1950,653431344,MXP,2025-01-11 23:00:00
1951,284342645,LHR,2025-01-23 00:00:00
1952,221901447,MXP,2025-02-06 00:00:00
1953,397015156,AMS,2025-01-29 15:00:00
1954,899271139,LIS,2025-02-11 03:00:00
1955,987456123,LIS,2025-01-03 21:00:00
1956,304414495,ORY,2025-02-11 06:00:00
1957,131241619,LIS,2025-02-05 02:00:00
1958,358391433,LGW,2025-02-13 04:00:00
1959,208334665,LHR,2025-01-02 05:00:00
1960,623591695,ORY,2025-02-26 22:00:00
1961,862395641,LHR,2025-01-13 19:00:00
1962,802733147,ORY,2025-02-10 04:00:00
1963,645725276,ORY,2025-02-04 16:00:00
1964,226697882,LHR,2025-01-27 20:00:00
1965,399512378,MXP,2025-02-10 15:00:00
1966,175288210,LIS,2025-02-06 08:00:00
1967,568095181,FCO,2025-02-10 18:00:00
1968,771683702,LGW,2025-02-07 23:00:00
1969,650541049,LGW,2025-02-09 17:00:00
1970,251705927,FCO,2025-01-04 15:00:00
1971,572246175,AMS,2025-01-28 13:00:00
1972,959159671,LIS,2025-02-24 16:00:00
1973,698159648,CDG,2025-02-27 11:00:00
1974,949684035,ORY,2025-01-26 17:00:00
1975,138881063,AMS,2025-02-19 22:00:00
1976,201548037,ORY,2025-02-24 13:00:00
1977,188904749,LGW,2025-02-26 13:00:00
1978,691512031,FRA,2025-01-16 06:00:00
1979,621265035,MXP,2025-02-23 12:00:00
1980,251238409,AMS,2025-01-13 06:00:00
1981,378154914,MXP,2025-02-09 00:00:00
1982,583533879,LHR,2025-01-24 21:00:00
1983,314904968,ORY,2025-01-19 13:00:00
1984,863383000,FCO,2025-01-23 19:00:00
1985,515340765,LHR,2025-02-12 15:00:00
1986,817110692,FRA,2025-01-17 16:00:00
1987,254420162,LIS,2025-01-17 21:00:00
1988,663013595,FRA,2025-01-14 01:00:00
1989,272253780,MXP,2025-02-18 07:00:00
1990,448717838,LHR,2025-01-20 19:00:00
1991,137690163,MXP,2025-02-11 16:00:00
1992,693327558,LIS,2025-01-02 22:00:00
1993,845690484,MXP,2025-02-27 16:00:00
1994,369964865,LHR,2025-01-24 22:00:00
1995,731883737,ORY,2025-01-04 19:00:00
1996,638882940,CDG,2025-01-02 08:00:00
1997,692849105,LTN,2025-03-02 17:00:00
1998,952912937,CDG,2025-01-03 18:00:00
1999,803612068,FCO,2025-03-01 01:00:00
2000,859900549,ORY,2025-02-08 02:00:00
2001,866060364,LIS,2025-01-25 21:00:00
2002,974531232,LHR,2025-02-27 09:00:00
2003,799491033,LHR,2025-03-01 04:00:00
2004,203434233,LGW,2025-03-01 11:00:00
2005,122836102,LIS,2025-01-14 11:00:00
2006,577870948,LGW,2025-01-13 00:00:00
2007,694558985,LHR,2025-01-29 15:00:00
2008,513958005,ORY,2025-01-17 01:00:00
2009,487904486,CDG,2025-02-02 14:00:00
2010,515457480,CDG,2025-02-20 08:00:00
2011,530346925,CDG,2025-02-02 02:00:00
2012,243710760,CDG,2025-01-30 10:00:00
2013,283046658,ORY,2025-02-07 22:00:00
2014,345823537,FCO,2025-01-26 06:00:00
2015,645097888,CDG,2025-02-15 16:00:00
2016,577532692,MXP,2025-01-19 00:00:00
2017,556655992,MXP,2025-01-19 07:00:00
2018,897737556,AMS,2025-02-26 04:00:00
2019,633228810,FCO,2025-01-10 08:00:00
2020,118583243,FCO,2025-02-20 15:00:00
2021,303253905,LGW,2025-02-14 11:00:00
2022,140081029,LGW,2025-01-24 13:00:00
2023,630294280,CDG,2025-02-26 22:00:00
2024,802919518,MXP,2025-01-09 16:00:00
2025,947492842,MXP,2025-01-14 20:00:00
2026,683211074,AMS,2025-01-03 15:00:00
2027,491429743,LIS,2025-02-11 23:00:00
2028,787152310,LGW,2025-01-11 20:00:00
2029,795962268,LGW,2025-02-19 02:00:00
2030,174221856,LTN,2025-02-15 02:00:00
2031,594266049,ORY,2025-02-23 01:00:00
2032,604374436,CDG,2025-01-20 00:00:00
2033,591519156,FCO,2025-01-23 15:00:00
2034,414479527,LGW,2025-01-02 07:00:00
2035,316822955,LGW,2025-02-05 02:00:00
2036,804984346,ORY,2025-01-03 00:00:00
2037,530946849,LTN,2025-02-19 02:00:00
2038,680663585,LHR,2025-02-01 00:00:00
2039,386964855,ORY,2025-01-12 19:00:00
2040,836115197,AMS,2025-01-05 00:00:00
2041,523406027,LIS,2025-01-02 07:00:00
2042,994283046,ORY,2025-01-23 23:00:00
2043,107092480,MXP,2025-01-02 17:00:00
2044,326918921,MXP,2025-02-03 14:00:00
2045,553411292,LTN,2025-02-04 07:00:00
2046,128585281,LHR,2025-02-23 09:00:00
2047,510183407,CDG,2025-01-23 02:00:00
2048,366809381,FRA,2025-02-08 00:00:00
2049,705433941,FRA,2025-02-25 00:00:00
2050,791763687,LGW,2025-01-10 15:00:00
2051,667847457,LIS,2025-02-14 02:00:00
2052,167289219,LTN,2025-01-27 02:00:00
2053,660431265,LHR,2025-02-25 21:00:00
2054,847589978,ORY,2025-02-10 23:00:00
2055,561300498,CDG,2025-01-29 14:00:00
2056,259401261,FCO,2025-02-27 23:00:00
2057,316167708,AMS,2025-02-27 15:00:00
2058,560030392,LHR,2025-01-05 05:00:00
2059,757636155,ORY,2025-01-03 00:00:00
2060,162517791,LTN,2025-02-07 23:00:00
2061,372051862,CDG,2025-02-04 09:00:00
2062,329451422,CDG,2025-01-31 07:00:00
2063,397845535,FCO,2025-01-07 04:00:00
2064,775359037,FCO,2025-01-10 05:00:00
2065,816506973,FCO,2025-01-11 03:00:00
2066,238022850,LGW,2025-02-18 17:00:00
2067,190648414,AMS,2025-01-10 18:00:00
2068,199657478,FCO,2025-02-02 10:00:00
2069,123870091,FCO,2025-02-20 17:00:00
2070,215068140,ORY,2025-02-03 19:00:00
2071,125975117,FRA,2025-01-22 20:00:00
2072,869802746,LTN,2025-01-08 22:00:00
2073,840852897,LTN,2025-01-06 12:00:00
2074,417603272,LHR,2025-01-07 02:00:00
2075,997713888,FRA,2025-01-05 16:00:00
2076,139460669,LTN,2025-01-03 18:00:00
2077,901521937,CDG,2025-01-12 21:00:00
2078,418120231,FCO,2025-02-28 23:00:00
2079,543026406,ORY,2025-02-25 07:00:00
2080,187141706,AMS,2025-02-22 11:00:00
2081,928169271,ORY,2025-01-25 21:00:00
2082,473033783,LGW,2025-01-22 15:00:00
2083,916890978,AMS,2025-01-11 12:00:00
2084,156593913,ORY,2025-02-01 00:00:00
2085,548327548,LIS,2025-01-26 23:00:00
2086,792502566,LHR,2025-02-15 10:00:00
2087,661662667,LHR,2025-02-13 18:00:00
2088,503266396,CDG,2025-01-21 02:00:00
2089,704283078,MXP,2025-01-12 14:00:00
2090,221083716,LGW,2025-01-26 20:00:00
2091,726176885,LHR,2025-02-15 00:00:00
2092,347165482,LTN,2025-01-13 13:00:00
2093,164774920,LGW,2025-02-10 00:00:00
2094,431133741,CDG,2025-01-18 18:00:00
2095,382504012,LGW,2025-02-22 02:00:00
2096,590157305,LIS,2025-01-29 19:00:00
2097,218098283,FRA,2025-01-27 04:00:00
2098,749401780,LHR,2025-01-02 15:00:00
2099,423763299,AMS,2025-02-18 20:00:00
2100,554331199,MXP,2025-02-25 17:00:00
2101,372414280,CDG,2025-01-29 00:00:00
2102,503675645,CDG,2025-01-04 03:00:00
2103,498942817,MXP,2025-02-06 11:00:00
2104,779489012,FRA,2025-02-03 02:00:00
2105,624928531,AMS,2025-02-15 22:00:00
2106,912521495,LIS,2025-02-24 02:00:00
2107,559874659,CDG,2025-02-16 13:00:00
2108,263862552,MXP,2025-01-09 14:00:00
2109,869505462,AMS,2025-01-18 12:00:00
2110,267638190,LIS,2025-02-02 02:00:00
2111,537797959,LTN,2025-01-10 01:00:00
2112,714889653,ORY,2025-01-07 20:00:00
2113,961547459,FCO,2025-01-22 04:00:00
2114,436284051,LTN,2025-01-08 04:00:00
2115,496636880,MXP,2025-01-13 09:00:00
2116,910316518,AMS,2025-01-08 17:00:00
2117,299463316,CDG,2025-02-23 06:00:00
2118,371369965,LIS,2025-01-23 03:00:00
2119,348645109,CDG,2025-02-12 02:00:00
2120,296491104,FCO,2025-02-04 15:00:00
2121,736647246,LGW,2025-01-04 10:00:00
2122,531160348,CDG,2025-02-07 11:00:00
2123,676359206,LHR,2025-02-01 19:00:00
2124,232245243,FCO,2025-02-13 12:00:00
2125,295647774,CDG,2025-01-31 12:00:00
2126,520508603,LHR,2025-02-04 10:00:00
2127,714242754,AMS,2025-01-12 10:00:00
2128,200327198,LHR,2025-01-13 02:00:00
2129,351612945,LHR,2025-02-22 23:00:00
2130,845641088,CDG,2025-01-07 00:00:00
2131,814603268,CDG,2025-01-02 11:00:00
2132,188253403,LTN,2025-01-29 13:00:00
2133,918054618,CDG,2025-02-23 21:00:00
2134,232220227,LHR,2025-01-09 14:00:00
2135,994453864,AMS,2025-01-12 06:00:00
2136,246715551,LHR,2025-01-10 02:00:00
2137,339334993,CDG,2025-02-23 03:00:00
2138,985696359,LGW,2025-02-10 20:00:00
2139,751974103,ORY,2025-01-02 22:00:00
2140,108856280,MXP,2025-03-01 22:00:00
2141,289503431,LTN,2025-02-09 09:00:00
2142,583913176,LHR,2025-02-13 02:00:00
2143,353666555,CDG,2025-02-11 21:00:00
2144,200816385,ORY,2025-02-18 04:00:00
2145,895060806,LGW,2025-01-06 03:00:00
2146,658562016,FRA,2025-02-06 11:00:00
2147,943363856,ORY,2025-02-27 01:00:00
2148,639686079,LTN,2025-02-16 15:00:00
2149,343384592,CDG,2025-01-18 12:00:00
2150,939157041,LGW,2025-02-16 18:00:00
2151,878224729,CDG,2025-03-02 02:00:00
2152,347499368,LTN,2025-02-02 03:00:00
2153,357829412,MXP,2025-02-25 11:00:00
2154,724654086,LIS,2025-02-21 08:00:00
2155,303131828,LGW,2025-02-14 23:00:00
2156,879279302,FRA,2025-01-01 21:00:00
2157,645117039,FCO,2025-01-05 17:00:00
2158,154972575,LHR,2025-02-04 15:00:00
2159,198359192,LIS,2025-01-25 04:00:00
2160,403956157,MXP,2025-01-28 15:00:00
2161,350950096,CDG,2025-01-22 11:00:00
2162,831991513,CDG,2025-02-16 12:00:00
2163,183047759,LIS,2025-02-21 23:00:00
2164,852307348,AMS,2025-02-05 15:00:00
2165,247822358,ORY,2025-01-26 18:00:00
2166,891766494,AMS,2025-02-23 04:00:00
2167,976505241,LIS,2025-02-09 00:00:00
2168,567329579,MXP,2025-01-24 15:00:00
2169,332442774,AMS,2025-01-07 06:00:00
2170,711753103,LHR,2025-02-16 10:00:00
2171,797193751,LHR,2025-01-10 23:00:00
2172,857010423,FRA,2025-02-06 16:00:00
2173,880542555,FRA,2025-02-13 01:00:00
2174,186430936,LIS,2025-02-08 02:00:00
2175,594297839,FRA,2025-01-07 11:00:00
2176,190176393,LHR,2025-02-17 19:00:00
2177,777404402,LHR,2025-02-05 15:00:00
2178,203488388,AMS,2025-01-06 10:00:00
2179,285435254,LIS,2025-01-09 07:00:00
2180,917792853,FCO,2025-01-12 16:00:00
2181,454739165,LTN,2025-02-28 16:00:00
2182,647418179,LHR,2025-01-29 13:00:00
2183,117523857,LIS,2025-01-07 22:00:00
2184,410271375,FRA,2025-01-14 11:00:00
2185,526446418,FCO,2025-01-03 18:00:00
2186,697534923,FCO,2025-02-05 23:00:00
2187,470645447,LIS,2025-01-25 15:00:00
2188,237154335,AMS,2025-01-07 18:00:00
2189,238460118,LTN,2025-01-25 07:00:00
2190,197216832,FCO,2025-01-02 18:00:00
2191,601650488,FCO,2025-01-15 11:00:00
2192,618419629,FCO,2025-02-08 18:00:00
2193,725960451,AMS,2025-01-08 12:00:00
2194,194478549,LHR,2025-01-10 11:00:00
2195,208209533,AMS,2025-01-14 17:00:00
2196,474819849,MXP,2025-01-23 08:00:00
2197,603291032,MXP,2025-01-15 23:00:00
2198,839902470,MXP,2025-01-22 03:00:00
2199,145872412,LHR,2025-01-23 07:00:00
2200,616307396,AMS,2025-01-21 02:00:00
2201,750798364,FRA,2025-02-09 18:00:00
2202,222112237,FCO,2025-01-09 16:00:00
2203,151684471,LHR,2025-01-06 11:00:00
2204,748871143,AMS,2025-01-02 04:00:00
2205,924591458,AMS,2025-02-05 15:00:00
2206,900760990,FCO,2025-02-08 14:00:00
2207,561449480,FRA,2025-02-24 04:00:00
2208,311556536,CDG,2025-03-01 12:00:00
2209,713963759,CDG,2025-01-31 02:00:00
2210,313659837,LHR,2025-01-24 15:00:00
2211,898625944,AMS,2025-02-23 09:00:00
2212,490177442,CDG,2025-02-19 03:00:00
2213,408719298,CDG,2025-02-28 01:00:00
2214,728644083,MXP,2025-01-30 11:00:00
2215,287262511,LHR,2025-01-04 20:00:00
2216,420059294,ORY,2025-01-01 07:00:00
2217,440842819,AMS,2025-02-24 13:00:00
2218,900226299,FCO,2025-02-19 11:00:00
2219,345594672,LTN,2025-01-31 22:00:00
2220,859993733,FCO,2025-01-24 12:00:00
2221,844921436,LGW,2025-02-03 11:00:00
2222,453690288,FCO,2025-01-13 23:00:00
2223,502506003,LTN,2025-02-09 06:00:00
2224,293202406,MXP,2025-01-20 16:00:00
2225,351481209,LHR,2025-02-11 22:00:00
2226,211916466,LGW,2025-02-07 13:00:00
2227,809846496,MXP,2025-02-04 13:00:00
2228,539627568,LTN,2025-01-13 16:00:00
2229,281064370,CDG,2025-01-23 09:00:00
2230,766969613,LIS,2025-02-01 08:00:00
2231,983783370,LHR,2025-01-15 15:00:00
2232,453183622,FCO,2025-01-07 00:00:00
2233,803361964,LGW,2025-01-06 06:00:00
2234,628841360,LTN,2025-02-09 15:00:00
2235,880474951,LTN,2025-03-02 19:00:00
2236,906990182,AMS,2025-01-22 01:00:00
2237,638249847,LTN,2025-01-28 19:00:00
2238,910109184,LHR,2025-01-19 16:00:00
2239,945501194,LTN,2025-02-21 06:00:00
2240,999502835,LHR,2025-01-12 08:00:00
2241,677126600,MXP,2025-02-08 13:00:00
2242,358939702,MXP,2025-02-04 12:00:00
2243,641729325,CDG,2025-02-07 21:00:00
2244,918578310,AMS,2025-01-11 01:00:00
2245,467257051,LTN,2025-01-28 03:00:00
2246,810734955,LHR,2025-03-01 19:00:00
2247,877814273,CDG,2025-01-23 22:00:00
2248,204714864,CDG,2025-01-09 22:00:00
2249,499227468,MXP,2025-02-15 21:00:00
2250,863858943,MXP,2025-02-18 09:00:00
2251,752307899,LIS,2025-01-21 07:00:00
2252,622030992,ORY,2025-02-16 05:00:00
2253,594956109,ORY,2025-01-29 16:00:00
2254,589347415,LHR,2025-02-04 22:00:00
2255,209356591,AMS,2025-02-10 21:00:00
2256,662662098,FCO,2025-01-27 06:00:00
2257,487038684,LGW,2025-02-21 07:00:00
2258,835762379,LTN,2025-01-15 03:00:00
2259,162613536,AMS,2025-02-20 13:00:00
2260,962595497,ORY,2025-02-26 13:00:00
2261,358348906,ORY,2025-01-18 08:00:00
2262,970164618,MXP,2025-02-13 21:00:00
2263,998000495,MXP,2025-02-23 03:00:00
2264,487002450,LTN,2025-02-17 00:00:00
2265,248774422,LIS,2025-02-13 18:00:00
2266,461480802,MXP,2025-02-15 22:00:00
2267,226158470,AMS,2025-01-15 17:00:00
2268,658395003,AMS,2025-02-07 20:00:00
2269,164009477,ORY,2025-01-31 23:00:00
2270,248325557,AMS,2025-01-03 14:00:00
2271,385368135,MXP,2025-01-13 21:00:00
2272,498162980,FRA,2025-01-30 06:00:00
2273,658992791,LTN,2025-03-02 18:00:00
2274,470059681,FRA,2025-02-02 04:00:00
2275,342225332,LGW,2025-02-14 16:00:00
2276,968220492,FCO,2025-01-09 17:00:00
2277,581890454,LHR,2025-01-25 04:00:00
2278,645902316,LHR,2025-01-26 21:00:00
2279,480207385,MXP,2025-01-23 22:00:00
2280,129701297,CDG,2025-01-11 20:00:00
2281,913500153,LIS,2025-01-30 20:00:00
2282,729330359,FRA,2025-02-25 05:00:00
2283,988991471,LIS,2025-02-20 08:00:00
2284,370117671,LIS,2025-01-08 18:00:00
2285,800400717,MXP,2025-01-30 09:00:00
2286,114705734,AMS,2025-02-27 13:00:00
2287,330741557,FRA,2025-02-11 17:00:00
2288,720771494,FCO,2025-01-06 04:00:00
2289,758707959,CDG,2025-02-03 19:00:00
2290,632277691,FCO,2025-01-21 13:00:00
2291,549105785,LGW,2025-02-19 03:00:00
2292,826217729,LGW,2025-01-22 19:00:00
2293,854922562,AMS,2025-01-19 13:00:00
2294,810204109,MXP,2025-01-04 01:00:00
2295,744251016,LHR,2025-01-13 07:00:00
2296,749935762,LGW,2025-01-21 04:00:00
2297,309254491,LGW,2025-02-25 20:00:00
2298,895614456,LTN,2025-01-08 19:00:00
2299,325822128,FCO,2025-01-07 18:00:00
2300,699488746,LHR,2025-02-15 02:00:00
2301,129381725,LHR,2025-01-03 07:00:00
2302,470198971,FCO,2025-01-12 06:00:00
2303,434987243,LGW,2025-02-01 01:00:00
2304,838210762,CDG,2025-01-23 06:00:00
2305,580502219,LHR,2025-01-17 02:00:00
2306,394838775,LIS,2025-02-05 15:00:00
2307,865460782,LIS,2025-01-17 05:00:00
2308,516423342,FCO,2025-02-26 07:00:00
2309,892991447,CDG,2025-01-12 03:00:00
2310,647194196,LTN,2025-02-22 01:00:00
2311,247177853,LGW,2025-01-07 08:00:00
2312,860519839,AMS,2025-02-06 16:00:00
2313,178808180,FCO,2025-02-28 05:00:00
2314,297105695,ORY,2025-01-03 20:00:00
2315,702561171,MXP,2025-02-13 18:00:00
2316,767606140,LGW,2025-02-12 17:00:00
2317,337830865,FCO,2025-02-27 05:00:00
2318,312747369,LHR,2025-02-20 03:00:00
2319,186830762,FRA,2025-01-19 14:00:00
2320,341619991,LIS,2025-02-14 14:00:00
2321,105972372,MXP,2025-02-16 09:00:00
2322,467111948,LTN,2025-01-31 06:00:00
2323,289546561,ORY,2025-01-02 07:00:00
2324,445068476,FCO,2025-01-01 03:00:00
2325,954174086,LHR,2025-02-18 17:00:00
2326,346837038,LIS,2025-02-28 16:00:00
2327,260582818,FRA,2025-02-10 08:00:00
2328,287056327,LTN,2025-01-14 06:00:00
2329,995973151,LHR,2025-02-02 09:00:00
2330,527066443,ORY,2025-02-01 08:00:00
2331,784938341,AMS,2025-02-08 22:00:00
2332,975107304,MXP,2025-02-17 14:00:00
2333,601147144,LGW,2025-02-08 02:00:00
2334,200876369,ORY,2025-02-03 16:00:00
2335,651577970,AMS,2025-01-02 20:00:00
2336,713247237,LIS,2025-02-12 01:00:00
2337,612567407,LGW,2025-01-11 20:00:00
2338,336432666,LHR,2025-02-20 23:00:00
2339,115930397,AMS,2025-02-20 20:00:00
2340,295486797,FRA,2025-01-20 15:00:00
2341,606402600,LHR,2025-01-27 14:00:00
2342,240433003,AMS,2025-01-21 12:00:00
2343,674473890,LGW,2025-01-21 10:00:00
2344,123431654,FRA,2025-01-30 12:00:00
2345,786095389,LTN,2025-01-15 08:00:00
2346,411613715,FCO,2025-02-08 05:00:00
2347,698385203,FRA,2025-02-09 08:00:00
2348,342692831,LTN,2025-02-20 19:00:00
2349,472964671,CDG,2025-01-20 15:00:00
2350,745798587,FRA,2025-01-12 13:00:00
2351,918953607,MXP,2025-01-25 19:00:00
2352,342897523,LHR,2025-02-04 00:00:00
2353,458788428,LTN,2025-01-20 10:00:00
2354,748384471,FCO,2025-02-04 11:00:00
2355,438242642,LTN,2025-01-09 03:00:00
2356,618930141,LIS,2025-01-31 09:00:00
2357,991456733,CDG,2025-02-14 11:00:00
2358,443865250,ORY,2025-03-01 06:00:00
2359,318848709,MXP,2025-02-15 19:00:00
2360,363332744,ORY,2025-02-02 00:00:00
2361,551393350,MXP,2025-02-25 20:00:00
2362,529945721,FRA,2025-02-24 18:00:00
2363,375984965,LIS,2025-02-12 11:00:00
2364,696759464,FCO,2025-01-29 11:00:00
2365,481285281,FRA,2025-02-18 06:00:00
2366,664465930,FCO,2025-01-10 22:00:00
2367,961228782,FRA,2025-02-11 15:00:00
2368,404081160,MXP,2025-02-21 10:00:00
2369,511884188,ORY,2025-02-10 23:00:00
2370,392075239,LTN,2025-02-19 05:00:00
2371,777943425,FRA,2025-01-26 03:00:00
2372,291065176,LGW,2025-02-26 00:00:00
2373,299569310,LIS,2025-01-04 18:00:00
2374,196846427,CDG,2025-03-01 10:00:00
2375,838563499,CDG,2025-02-08 00:00:00
2376,621162479,LGW,2025-01-17 04:00:00
2377,988516783,LHR,2025-02-11 13:00:00
2378,433325124,AMS,2025-01-28 12:00:00
2379,188151894,LHR,2025-02-02 15:00:00
2380,117142612,CDG,2025-02-26 20:00:00
2381,256036520,LTN,2025-02-27 04:00:00
2382,814563460,LGW,2025-01-17 11:00:00
2383,659593965,MXP,2025-02-02 23:00:00
2384,547707522,LGW,2025-02-16 09:00:00
2385,250920221,LHR,2025-01-04 23:00:00
2386,613360264,LGW,2025-01-10 12:00:00
2387,625750667,LHR,2025-02-25 11:00:00
2388,878494888,LIS,2025-02-07 16:00:00
2389,252095463,LIS,2025-02-20 15:00:00
2390,743506240,LIS,2025-02-21 16:00:00
2391,442735335,LGW,2025-01-19 08:00:00
2392,170661209,LIS,2025-01-18 15:00:00
2393,197833834,LIS,2025-01-20 16:00:00
2394,833584439,ORY,2025-01-31 09:00:00
2395,182281070,CDG,2025-02-25 13:00:00
2396,909474439,FCO,2025-02-25 07:00:00
2397,558818077,MXP,2025-02-06 11:00:00
2398,188421427,LGW,2025-02-04 19:00:00
2399,582450242,LHR,2025-02-09 04:00:00
2400,805648449,FCO,2025-01-07 09:00:00
2401,797466608,CDG,2025-02-05 23:00:00
2402,487000418,FRA,2025-02-06 11:00:00
2403,531097936,LHR,2025-02-01 22:00:00
2404,125078733,ORY,2025-01-05 11:00:00
2405,701598048,FCO,2025-02-03 15:00:00
2406,484846403,FRA,2025-02-02 13:00:00
2407,291744473,MXP,2025-01-18 07:00:00
2408,221556613,LGW,2025-01-04 01:00:00
2409,383912740,AMS,2025-01-17 02:00:00
2410,709041679,FCO,2025-01-07 22:00:00
2411,412552698,AMS,2025-02-03 20:00:00
2412,473387679,CDG,2025-02-09 13:00:00
2413,479914607,LGW,2025-02-21 09:00:00
2414,250354854,FCO,2025-03-01 02:00:00
2415,130569165,FRA,2025-01-10 16:00:00
2416,748921488,CDG,2025-03-01 05:00:00
2417,124882739,LGW,2025-03-02 14:00:00
2418,976869063,FCO,2025-02-09 21:00:00
2419,627618062,LGW,2025-01-24 19:00:00
2420,668512502,ORY,2025-01-01 11:00:00
2421,781930705,LHR,2025-02-27 01:00:00
2422,880383381,FCO,2025-02-23 14:00:00
2423,104772301,LIS,2025-01-28 03:00:00
2424,564713076,FRA,2025-01-17 09:00:00
2425,393660158,FCO,2025-01-25 15:00:00
2426,783380262,ORY,2025-01-27 00:00:00
2427,421704238,AMS,2025-02-15 03:00:00
2428,217540000,CDG,2025-01-03 17:00:00
2429,831366551,LTN,2025-01-18 15:00:00
2430,113481212,LGW,2025-01-16 08:00:00
2431,642935037,FCO,2025-01-11 06:00:00
2432,848395316,FCO,2025-03-01 00:00:00
2433,799455371,ORY,2025-01-10 07:00:00
2434,422339149,FRA,2025-02-13 01:00:00
2435,555456237,FRA,2025-02-28 01:00:00
2436,982365191,CDG,2025-02-27 10:00:00
2437,703609617,FRA,2025-01-11 16:00:00
2438,811406498,FCO,2025-01-06 00:00:00
2439,343295728,ORY,2025-01-27 21:00:00
2440,781857290,LIS,2025-01-28 17:00:00
2441,871619389,AMS,2025-01-06 10:00:00
2442,598690575,LHR,2025-01-08 07:00:00
2443,434097504,CDG,2025-02-27 04:00:00
2444,551842925,LHR,2025-01-01 00:00:00
2445,678679118,FRA,2025-01-18 17:00:00
2446,218362351,ORY,2025-02-28 20:00:00
2447,111246964,ORY,2025-02-19 20:00:00
2448,587989095,MXP,2025-01-13 14:00:00
2449,888401376,LGW,2025-02-06 00:00:00
2450,977818408,FRA,2025-01-27 06:00:00
2451,794662447,LIS,2025-01-21 06:00:00
2452,887780230,CDG,2025-01-21 01:00:00
2453,270925538,ORY,2025-01-19 20:00:00
2454,913719581,AMS,2025-01-16 12:00:00
2455,786065379,FCO,2025-02-06 21:00:00
2456,367869239,FRA,2025-02-07 06:00:00
2457,432822607,FRA,2025-01-04 21:00:00
2458,606301200,AMS,2025-01-09 13:00:00
2459,450336465,LGW,2025-02-19 22:00:00
2460,440356452,AMS,2025-02-17 22:00:00
2461,577800909,FCO,2025-01-17 04:00:00
2462,324197488,AMS,2025-02-23 00:00:00
2463,415585123,MXP,2025-02-27 09:00:00
2464,735533209,LGW,2025-02-14 15:00:00
2465,402256228,AMS,2025-02-24 03:00:00
2466,401492842,LTN,2025-01-18 17:00:00
2467,482375208,AMS,2025-01-26 21:00:00
2468,363127044,FCO,2025-02-27 00:00:00
2469,836038583,LGW,2025-01-26 22:00:00
2470,680076383,FCO,2025-01-31 10:00:00
2471,529958412,AMS,2025-01-07 09:00:00
2472,559351655,LGW,2025-01-17 21:00:00
2473,416082750,CDG,2025-02-05 20:00:00
2474,627208113,LTN,2025-01-11 08:00:00
2475,853842433,FRA,2025-01-28 11:00:00
2476,870576463,CDG,2025-01-06 14:00:00
2477,725968630,AMS,2025-01-05 22:00:00
2478,356836224,LIS,2025-02-06 06:00:00
2479,835460667,LHR,2025-02-15 16:00:00
2480,446501273,LHR,2025-02-26 08:00:00
2481,165808290,LGW,2025-02-11 15:00:00
2482,982959877,FRA,2025-02-01 15:00:00
2483,470709942,MXP,2025-01-01 08:00:00
2484,246227006,MXP,2025-02-08 23:00:00
2485,924366677,AMS,2025-01-22 16:00:00
2486,661435902,CDG,2025-01-22 21:00:00
2487,251674883,AMS,2025-03-01 00:00:00
2488,818117652,LTN,2025-01-13 11:00:00
2489,390619945,LHR,2025-02-08 11:00:00
2490,864956478,LIS,2025-02-22 20:00:00
2491,712770661,CDG,2025-01-29 02:00:00
2492,406713982,LGW,2025-02-04 07:00:00
2493,682366056,FCO,2025-02-18 17:00:00
2494,992283975,LIS,2025-02-21 15:00:00
2495,724825367,LGW,2025-02-27 01:00:00
2496,792465342,MXP,2025-01-04 18:00:00
2497,713687863,CDG,2025-02-05 06:00:00
2498,997729709,LGW,2025-02-15 05:00:00
2499,875296071,FCO,2025-02-02 05:00:00
2500,150641236,MXP,2025-03-01 19:00:00
2501,474951894,LTN,2025-01-30 19:00:00
2502,738364425,FCO,2025-03-01 11:00:00
2503,977378621,LHR,2025-02-21 20:00:00
2504,420313559,AMS,2025-01-08 19:00:00
